"id","format1","format2","format3","format4","format5","format6","format7","format8","format9","format10","format11","format12","format13","format14"
"RP-T-1953-33","waterverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-192","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1040","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1879-A-62","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2624-B","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-375-K","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-516","tule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-279-E","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1919-68","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9406-F","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1894-A-2849","potlood","waterverf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1985-39","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-454","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK-MAK-535","glazuur","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1176","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-978","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1891-A-2428","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3992","legering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-315-E","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-508-H","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1966-21(R)","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-979","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-984","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-CLXIII-D","glas-in-lood","lood","grisailleverf","zilvergeel","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-CLXIII-R","glas-in-lood","lood","grisailleverf","zilvergeel","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1953-166","grafiet","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1888-A-1807","potlood","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-108","waterverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-230","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2379","koper","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-507-H","groen glas","concretie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-934","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1894-A-2839","waterverf","inkt","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1075","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1495","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-980","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-657","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1589","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-185","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1633","tin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-493-H","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1111","lood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-464","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2073","pijpaarde","concretie","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-3014","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1299","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1978-64-H-1085","lood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-911","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2376","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-923","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-386","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1509","aardewerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-298","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1153","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2218","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2358-B","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1900-A-4457","geprepareerd papier","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2988","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-712","lood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1939-19","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1225","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-3134-B","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2624-L","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2358-A","steengoed","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1712","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1900-A-4456","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1918","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-485-H","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3966","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1365","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1947","been",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2473","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2624-M","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3976","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2477","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-3464","pijpaarde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1888-A-1542","grafiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-371-B","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2540-A","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2911","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-132","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1889-A-1940","perkament","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-394","waterverf","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2624-H","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1953-465","waterverf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1801","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1043","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1975-20-H-1271-C","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-958","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1978-31-H-109","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3515","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-325-C","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-9","waterverf","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1899-A-4228","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3988","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-CXX","glas","lood","glas-in-lood","grisailleverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1900-A-4433","waterverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-230","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-963","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-208-H-937","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3964","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2406","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2074","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2599","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1993-52","grafiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-519","katoen","kant (materiaal)","parelmoer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1982-56","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3945","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-279-F","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9406-G","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-4148","hout","notenhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1027","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9406-B","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1065","aardewerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1978-40-H-1946","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK-MAK-1452","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2211-A","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1710-B","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1940-98","inkt","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK-A-4260","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1919-61","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1776","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-293-H","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-935","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1980-4","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2223","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1261","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2761","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-637-C","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-486-H","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2211-B","aardewerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-3138-B","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-116","waterverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-526-B","kant (materiaal)","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-83","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-981","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-299","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1954-112","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1954-115","grafiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-944-3","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1007","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-912","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-24","olieverf","geprepareerd papier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1892-A-2718(R)","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1879-A-81","krijt","inkt","grafiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1560","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2624-G","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2136","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2979","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1888-A-1537","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1886-A-646","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1820","lood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-439","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2809","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3967","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1978-30-H-1730","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2063","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1881","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1919-50","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1993-49","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2214","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-624-A","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1018","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11186","hout","beukenhout","verf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-395","waterverf","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1960-183","dekverf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-491-H","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-848-B","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1972-30","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-CXXVI","glas","lood","glas-in-lood","grisailleverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-100","krijt","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-958","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1881-A-135","waterverf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1014","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-370","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-279-I","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1893-A-2784","krijt","houtskool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-9406-D","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1894-A-2840","waterverf","inkt","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3963","tin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-677","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1953-31","waterverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-375-J","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-952","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-523","katoen","kant (materiaal)","parelmoer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1085","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2157","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-653","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2982-B","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1919-72","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1910-31","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-12","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2034","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3949","brons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1223","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2338","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1906","lood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-409","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2429","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2047","been",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1969-75-A-1","glasbatist","kant (materiaal)","fluweel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-72","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10183-B","glas","lood","glas-in-lood","grisailleverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-798","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-483-H","groen glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2392-A","porselein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1975-58-H","zilver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2525-A","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2630","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1965-313","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1980-6","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-VG-1-3985","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1985-42(R)","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-380","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2980","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-2631","glas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-102","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1171","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-499-H","groen glas","kurk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-102","waterverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-5512","hout","mahoniehout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1971-93","dekverf","gouache (waterverf)","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1077","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-159","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1019","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1902-A-4645","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-16073","hout","palissanderhout","ebbenhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-944-1","fotodrager","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1979-189-H-1197","koper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-299-C","tule","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1902-A-4644","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-686","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-997","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1795","tin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1886-A-636","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1954-128","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-1366","steengoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10165-A","glas","lood","glas-in-lood","grisailleverf","zilvergeel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1886-A-643","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1978-75","potlood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-BR-J-279-D","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-14697","hout","eikenhout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-F-00-1072","karton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1953-29","waterverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-527","linnen","kant (materiaal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NG-1980-27-H-3015","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1896-A-3161","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
